"Formularz";"Nazwa pola";"Logiczna nazwa pola";"Typ pola";"Zrodlo wartosci";"Opis logiki";"Moment aktualizacji";"Uwagi"
"Umowa w pakiecie";"Właściciel";"ownerid";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Wiadomosc e-mail";"Priorytet";"prioritycode";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Planowana data zakończenia";"scheduledend";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Od";"from";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Temat";"subject";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Do";"to";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"DW";"cc";"Kolekcja powiazan";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Data utworzenia";"createdon";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Utworzenie rekordu";""
"Wiadomosc e-mail";"Data wysłania";"senton";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"ReplyTo";"neu_replyto";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"ReplyTo Name";"neu_replytoname";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"UDW";"bcc";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Dotyczy";"regardingobjectid";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Właściciel";"ownerid";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Wiadomosc e-mail";"Przyczyna stanu";"statuscode";"Opcje wyboru
- Anulowane : 5
- Ukończone : 2
- Wersja robocza : 1
- Niepowodzenie : 8
- Oczekujące na wysłanie : 6
- Odebrane : 4
- Wysyłanie : 7
- Wysłany : 3";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Wiadomosc e-mail";"Stan działania";"statecode";"Opcje wyboru
- Anulowane : 2
- Ukończone : 1
- Otwarte : 0";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Wiadomosc e-mail";"Załączniki";"";"Do uzupelnienia";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Opis";"description";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Wiadomosc e-mail";"Czas trwania";"actualdurationminutes";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Typ zmiany oferty";"neu_conf_opportunitytypeid";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Przyczyna stanu";"statuscode";"Opcje wyboru
- Błąd przetwarzania : 279660008
- Anulowane : 4
- Inne : 279660006
- W toku : 1
- Klient: Brak zainteresowania : 279660005
- Klient: Odmowa instalacji komunikatora : 279660003
- Klient: Odmowa przekazania dokumentów finansowych : 279660004
- Klient: Planowana likwidacja : 279660012
- Klient: Umowa z konkurencją : 279660009
- Klient: Współpraca z producentami : 279660011
- Klient: Wymagany udział hurtowy : 279660010
- Neuca: Braki w dokumentacji : 279660001
- Neuca: Finanse : 279660002
- Neuca: Niski potencjał : 279660000
- Wstrzymano : 2
- Wyczerpano : 5
- Przetwarzany : 279660007
- Wykorzystana : 3";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Zmiana oferty";"Marża brutto (%)";"neu_totalmarginbruttopercent";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Właściciel";"ownerid";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Zmiana oferty";"Temat";"name";"Tekst";"Ustawiane w pluginie (akcje: SetNameForCalculationAction)";"Pole ustawiane w pluginie przy zapisie rekordu.
• Akcje: SetNameForCalculationAction
Kod (repo): app\plugins\Neuca.Crm.Magellan.Opportunity.Plugins\Actions\SetNameForCalculationAction.cs";"• Zapis rekordu
• Akcja plugin: SetNameForCalculationAction";""
"Zmiana oferty";"Status";"neu_state";"Opcje wyboru
- aktywowany częściowo w SAP : 279660012
- aktywowany w SAP : 279660011
- aktywowany warunkowo w SAP : 279660005
- błąd aktywacji w SAP : 279660010
- nie przystępujemy : 279660001
- nowy : 279660000
- odrzucony : 279660015
- przegrany : 279660013
- unieważniony : 279660014
- w analizie : 279660002
- w przygotowaniu : 279660003
- wygrany : 279660006
- wygrany częściowo : 279660007
- wysłany częściowo do SAP : 279660009
- wysłany do SAP : 279660008
- złożony : 279660004";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Zmiana oferty";"Przyczyna nieprzystąpienia";"neu_rejectioncause";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Opis przyczyny nieprzystąpienia";"neu_rejectioncausedescription";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Płatnik (Organizator)";"neu_payerorganizerid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Zmiana oferty";"Grupa Zakupowa";"neu_purchasegroupid";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Płatnik z grupy zakupowej";"neu_purchasegrouppayer";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Zmiana oferty";"SAP Przetargu";"neu_sapcode";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Numer postępowania";"neu_procedurenumber";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Link do postępowania";"neu_procedurenumberurl";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Numer Przetargu wg BIP/N";"neu_bipnnumber";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Znak sprawy Organizatora Przetargu";"neu_casesignfromorganizer";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Znak sprawy u Producenta";"neu_casesignfromproducer";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Biuro sprzedaży";"neu_salesoffice";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Dział sprzedaży";"neu_salesdepartment";"Opcje wyboru
- AstraZeneca : 279660001
- Neuca : 279660000";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Zmiana oferty";"Roczny koszt kapitału (%)";"neu_annualcostofcapital";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Ilość Indeksów Zero";"neu_indexzeroamount";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Liczba ofert";"neu_numberofquotes";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Przetarg referencyjny";"neu_tenderreferential";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Flaga kopiowania preferowanych producentów";"neu_iscopyprefferedproducer";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Poprzedni status";"neu_statepre";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Cofnij ostatnią zmianę statusu";"WebResource_SetPreviousStatus";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Skopiuj preferowanych producentów z pakietów";"WebResource_ButtonTenderCopyPrefProducersButton";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Rodzaj umowy";"neu_contracttype";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Rodzaj postępowania";"neu_proceduretype";"Opcje wyboru
- oferta : 279660002
- przetarg nieograniczony : 279660000
- przetarg ograniczony : 279660001";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Zmiana oferty";"PZP";"neu_pzp";"Opcje wyboru
- NIE : 279660001
- TAK : 279660000";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Zmiana oferty";"Przetarg uproszczony";"neu_issimplified";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Próg unijny";"neu_euthreshold";"Opcje wyboru
- poniżej : 279660002
- powyżej : 279660000
- równe : 279660001";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Zmiana oferty";"Kontrola wartości";"neu_valuecontrol";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Typ kalkulacji";"neu_caltulationtype";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Badania kliniczne";"neu_isclinicaltests";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Program Lekowy";"neu_isdrugprogram";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Sposób zamawiania";"neu_orderingmethod";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Faktura zbiorcza";"neu_iscollectiveinvoice";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Łączenie zamówień";"neu_iscombiningorders";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Kary umowne";"neu_contractualpenalties";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Wymagane dokumenty dodatkowe";"neu_additionaldocuments";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Zgoda na zamienniki";"neu_issubstitutesconsent";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Zamiana cen";"neu_ispriceexchange";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Reguła zmiany wielkości opakowania";"neu_packagingchangemethod";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Sposób przeliczania wielkości opakowań";"neu_packagingcalculatemethod";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Wartość X";"neu_packagingchangemethodvalue_x";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Zgoda na zmianę postaci";"neu_isformchangeconsent";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Nazwa handlowa";"neu_istradename";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Wycena za sztukę";"neu_ispricingperitem";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Sposób przeliczania ceny jednostkowej";"neu_priceperunitcalcmethod";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Gotówkowy";"neu_cash";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Przyczyny przegrania Przetargu";"";"Do uzupelnienia";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Zmiana oferty";"Matryca Zmian Postaci dla Przetargu";"";"Do uzupelnienia";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
